Месяц,Мсц (цифрой),Дата,Сумма,Кошелек,Направление бизнеса,[counterparty_1ef22baea0],Назначение платежа,Статья
Январь,1,15.01.2024,"-1 000,00",Сейф,Общее,[counterparty_45d6b05c94],,Поиск и найм персонала
Январь,1,16.01.2024,"135 000,00",Сейф,Общее,,,Поступление — Перевод между счетами
Январь,1,16.01.2024,"-22 500,00",Сейф,Общее,[counterparty_552231dcd7],,Зарплата административного персонала
Январь,1,16.01.2024,"-161 500,00",Сейф,Общее,[counterparty_552231dcd7],,Зарплата производственного персонала
Январь,1,15.01.2024,"-1 143,29",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Январь,1,15.01.2024,"76 209,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Январь,1,15.01.2024,"170 000,00",Тинькофф,Общее,,,Поступление — Перевод между счетами
Январь,1,15.01.2024,"-95 858,00",Тинькофф,Общее,[counterparty_cb93f56848],,Сайт и приложение
Январь,1,15.01.2024,"-88 100,00",Тинькофф,Общее,[counterparty_6e66cfc0d7],,Оплата поставщикам 
Январь,1,15.01.2024,"-28 000,00",Тинькофф,Общее,[counterparty_33844b2195],,Прочие маркетинговые услуги
Январь,1,15.01.2024,"-5 000,00",Тинькофф,Общее,[counterparty_50d958815d],,Телекоммуникации
Январь,1,15.01.2024,"-124,56",Тинькофф,Общее,[counterparty_d7a35ccc36],,Расходы на питание персонала
Январь,1,15.01.2024,"-1 988,00",Тинькофф,Общее,[counterparty_d7a35ccc36],,Оплата поставщикам 
Январь,1,15.01.2024,"-80 308,73",Тинькофф,Общее,[counterparty_831a0f4ab6],,Погашение овердрафта
Январь,1,15.01.2024,"-48 454,38",Тинькофф,Общее,[counterparty_831a0f4ab6],,Погашение овердрафта
Январь,1,15.01.2024,"3 944,26",Тинькофф,Общее,[counterparty_831a0f4ab6],,Получение овердрафта
Январь,1,16.01.2024,"-500,00",Тинькофф,Общее,,,Выбытие — Перевод между счетами
Январь,1,16.01.2024,"-748,78",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Январь,1,16.01.2024,"-280 000,00",Тинькофф,Общее,,,Выбытие — Перевод между счетами
Январь,1,16.01.2024,"49 911,65",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Январь,1,16.01.2024,"150 979,20",Тинькофф,Общее,[counterparty_831a0f4ab6],,Получение овердрафта
Январь,1,16.01.2024,"-3 458,35",Тинькофф,Общее,[counterparty_d7a35ccc36],,Оплата поставщикам 
Январь,1,16.01.2024,"-1 500,35",Тинькофф,Общее,[counterparty_d7a35ccc36],,Расходы на питание персонала
Январь,1,16.01.2024,"-476,45",Тинькофф,Общее,[counterparty_d7a35ccc36],,Содержание торговых точек
Январь,1,17.01.2024,"20 295,75",Альфа,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Январь,1,17.01.2024,"-26,60",Альфа,Общее,[counterparty_831a0f4ab6],,Эквайринг
Январь,1,17.01.2024,"5 801,36",Тинькофф,Общее,[counterparty_831a0f4ab6],,Получение овердрафта
Январь,1,17.01.2024,"-64 982,40",Тинькофф,Общее,[counterparty_831a0f4ab6],,Погашение овердрафта
Январь,1,17.01.2024,"66 764,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Январь,1,17.01.2024,"-490,00",Тинькофф,Общее,[counterparty_831a0f4ab6],,Овердрафт
Январь,1,17.01.2024,"-290,00",Тинькофф,Общее,[counterparty_831a0f4ab6],,Овердрафт
Январь,1,17.01.2024,"-1 001,60",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Январь,1,17.01.2024,"-17,98",Тинькофф,Общее,[counterparty_d7a35ccc36],,Содержание торговых точек
Январь,1,17.01.2024,"-5 783,38",Тинькофф,Общее,[counterparty_d7a35ccc36],,Оплата поставщикам 
Январь,1,17.01.2024,"-11 000,00",ТК Черникова,Общее,,,Выбытие — Перевод между счетами
Январь,1,17.01.2024,"-1 050,00",ТК Черникова,Общее,[counterparty_d7a35ccc36],,Оплата поставщикам 
Январь,1,17.01.2024,"-9 580,00",ТК Черникова,Общее,[counterparty_552231dcd7],,Курьерская служба -
Январь,1,17.01.2024,"10 200,50",ТК Черникова,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Январь,1,17.01.2024,"11 000,00",Сейф,Общее,,,Поступление — Перевод между счетами
Январь,1,18.01.2024,"-200,00",Сейф,Общее,[counterparty_3f0fc87298],,Транспортные услуги
Январь,1,18.01.2024,"18 366,89",Альфа,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Январь,1,18.01.2024,"-23,72",Альфа,Общее,[counterparty_831a0f4ab6],,Эквайринг
Январь,1,19.01.2024,"4 000,00",Сейф,Общее,,,Поступление — Перевод между счетами
Январь,1,19.01.2024,"-15 000,00",Сейф,Общее,[counterparty_552231dcd7],,Содержание торговых точек
Январь,1,18.01.2024,"312 379,21",Тинькофф,Общее,[counterparty_831a0f4ab6],,Получение овердрафта
Январь,1,18.01.2024,"-60 250,45",Тинькофф,Общее,[counterparty_831a0f4ab6],,Погашение овердрафта
Январь,1,18.01.2024,"61 361,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Январь,1,18.01.2024,"-190,00",Тинькофф,Общее,[counterparty_831a0f4ab6],,Овердрафт
Январь,1,18.01.2024,"-920,55",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Январь,1,18.01.2024,"-3 613,00",Тинькофф,Общее,[counterparty_ecf3465a86],,Аренда торговых точек
Январь,1,18.01.2024,"-74 686,64",Тинькофф,Общее,[counterparty_fb5384e8b9],,Оплата поставщикам 
Январь,1,18.01.2024,"-490,88",Тинькофф,Общее,[counterparty_fb5384e8b9],,Оплата поставщикам 
Январь,1,18.01.2024,"-17 010,00",Тинькофф,Общее,[counterparty_fb5384e8b9],,Оплата поставщикам 
Январь,1,18.01.2024,"-130 515,00",Тинькофф,Общее,[counterparty_dc430ed78e],,Оплата поставщикам 
Январь,1,18.01.2024,"-32 073,50",Тинькофф,Общее,[counterparty_19f4d4c15b],,Оплата поставщикам 
Январь,1,18.01.2024,"-18 483,00",Тинькофф,Общее,[counterparty_c4e92b27e2],,Оплата поставщикам 
Январь,1,18.01.2024,"-17 208,87",Тинькофф,Общее,[counterparty_8e70032df8],,Оплата поставщикам 
Январь,1,18.01.2024,"-12 885,00",Тинькофф,Общее,[counterparty_449fa47f79],,Оплаты систем автоматизации
Январь,1,18.01.2024,"2 109,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Январь,1,18.01.2024,"-2 042,00",Тинькофф,Общее,[counterparty_d7a35ccc36],,Содержание торговых точек
Январь,1,18.01.2024,"-1 434,85",Тинькофф,Общее,[counterparty_d7a35ccc36],,Расходы на питание персонала
Январь,1,18.01.2024,"-4 045,47",Тинькофф,Общее,[counterparty_d7a35ccc36],,Оплата поставщикам 
Январь,1,18.01.2024,"-500,00",ТК Черникова,Общее,[counterparty_3f0fc87298],[private_text_7d96ad1807],Содержание торговых точек
Январь,1,18.01.2024,"-8 020,00",ТК Черникова,Общее,[counterparty_552231dcd7],,Курьерская служба -
Январь,1,18.01.2024,"12 484,50",ТК Черникова,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Январь,1,19.01.2024,"20 863,29",Альфа,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Январь,1,19.01.2024,"-45,28",Альфа,Общее,[counterparty_831a0f4ab6],,Эквайринг
Январь,1,20.01.2024,"30 024,41",Альфа,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Январь,1,20.01.2024,"-35,53",Альфа,Общее,[counterparty_831a0f4ab6],,Эквайринг
Январь,1,21.01.2024,"39 618,87",Альфа,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Январь,1,21.01.2024,"-22,52",Альфа,Общее,[counterparty_831a0f4ab6],,Эквайринг
Январь,1,19.01.2024,"41 931,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
Январь,1,19.01.2024,"-8,44",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Январь,1,19.01.2024,"-590,00",Тинькофф,Общее,[counterparty_831a0f4ab6],,Овердрафт
Январь,1,19.01.2024,"-629,04",Тинькофф,Общее,[counterparty_831a0f4ab6],,Эквайринг
Январь,1,19.01.2024,"-1 789,00",Тинькофф,Общее,[counterparty_b2323408fa],,Оплата поставщикам 
Январь,1,20.01.2024,"-1 299,00",Тинькофф,Общее,[counterparty_db1aef506b],,Возвраты клиентам
Январь,1,20.01.2024,"106 317,00",Тинькофф,Клиенты-физ.лица,[counterparty_db1aef506b],,Поступление денег с торг. точек
