Год,Мсц (цифрой),Дата,Сумма,Контрагент,Назначение платежа,Статья,Платеж/поступл
2024,5,07.05.2024,"-134 990,00",[counterparty_hash:856bc7fd96],,Зарплата производственного персонала,Выбытие
2024,5,06.05.2024,"-30 000,00",,,Выбытие — Перевод между счетами,
2024,5,06.05.2024,"-8 720,00",[counterparty_hash:856bc7fd96],,Курьерская служба -,Выбытие
2024,5,06.05.2024,"-1 350,00",[counterparty_hash:e0e7137bcf],,Транспортные услуги,Выбытие
2024,5,06.05.2024,"13 785,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,5,07.05.2024,"1 500,00",,,Поступление — Перевод между счетами,
2024,5,07.05.2024,"-5 904,90",[counterparty_hash:1340ea64e9],,Оплата поставщикам ,Выбытие
2024,5,07.05.2024,"-5 208,00",[counterparty_hash:2a84eb0be0],,Оплата поставщикам ,Выбытие
2024,5,07.05.2024,"-7 620,00",[counterparty_hash:856bc7fd96],,Курьерская служба -,Выбытие
2024,5,07.05.2024,"5 534,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,5,02.05.2024,"-684,54",[counterparty_hash:a079b1ede6],,Оплаты по кредитам и займам,Выбытие
2024,5,03.05.2024,"-17,77",[counterparty_hash:a079b1ede6],,Оплаты по кредитам и займам,Выбытие
2024,5,03.05.2024,"-17 774,46",[counterparty_hash:a079b1ede6],,Оплаты по кредитам и займам,Выбытие
2024,5,03.05.2024,"17 800,00",,,Поступление — Перевод между счетами,
2024,5,08.05.2024,"-888,28",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,5,08.05.2024,"59 210,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,5,08.05.2024,"-5 000,00",[counterparty_hash:810942d5fa],,Телекоммуникации,Выбытие
2024,5,08.05.2024,"1 079,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,5,08.05.2024,"-4,32",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,5,08.05.2024,"31 989,99",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,5,08.05.2024,"-93,35",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,5,08.05.2024,"-15 530,00",[counterparty_hash:856bc7fd96],,Курьерская служба -,Выбытие
2024,5,08.05.2024,"22 947,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,5,09.05.2024,"-600,00",[counterparty_hash:10ad09b2bf],,Оплата поставщикам ,Выбытие
2024,5,09.05.2024,"-229,98",[counterparty_hash:2a84eb0be0],,Оплата поставщикам ,Выбытие
2024,5,09.05.2024,"-1 500,00",[counterparty_hash:8128ee60c8],,Прочие маркетинговые услуги,Выбытие
2024,5,09.05.2024,"-34 900,00",[counterparty_hash:856bc7fd96],,Зарплата производственного персонала,Выбытие
2024,5,09.05.2024,"-12 368,00",[counterparty_hash:2a84eb0be0],,Оплата поставщикам ,Выбытие
2024,5,09.05.2024,"-124,00",[counterparty_hash:2a84eb0be0],,Расходы на питание персонала,Выбытие
2024,5,09.05.2024,"-94,15",,,Корретировки кассы -,Выбытие
2024,5,09.05.2024,"-16 720,00",[counterparty_hash:856bc7fd96],,Курьерская служба -,Выбытие
2024,5,09.05.2024,"28 267,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,5,09.05.2024,"31 967,32",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,5,09.05.2024,"-53,70",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,5,09.05.2024,"-2 057,86",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,5,09.05.2024,"137 174,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,5,09.05.2024,"-329,99",[counterparty_hash:2a84eb0be0],,Оплата поставщикам ,Выбытие
2024,5,09.05.2024,"-560,50",[counterparty_hash:2a84eb0be0],,Оплата поставщикам ,Выбытие
2024,5,09.05.2024,"-352,96",[counterparty_hash:2a84eb0be0],,Оплата поставщикам ,Выбытие
2024,5,09.05.2024,"370,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,5,09.05.2024,"-1,48",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,5,09.05.2024,"1 199,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,5,09.05.2024,"-4,80",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,5,09.05.2024,"-193,94",[counterparty_hash:2a84eb0be0],,Содержание торговых точек,Выбытие
2024,5,09.05.2024,"-1 760,91",[counterparty_hash:2a84eb0be0],,Расходы на питание персонала,Выбытие
2024,5,09.05.2024,"-6 897,65",[counterparty_hash:2a84eb0be0],,Оплата поставщикам ,Выбытие
2024,5,10.05.2024,"-2 565,12",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,5,10.05.2024,"-4 000,00",[counterparty_hash:e467eaefc4],,Оплаты систем автоматизации,Выбытие
2024,5,10.05.2024,"-6 000,00",[counterparty_hash:e467eaefc4],,Оплаты систем автоматизации,Выбытие
2024,5,10.05.2024,"-30 800,00",[counterparty_hash:0d03ab834a],,Листовки,Выбытие
2024,5,10.05.2024,"170 980,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,5,10.05.2024,"-113 452,50",[counterparty_hash:01761130fc],,Оплата поставщикам ,Выбытие
2024,5,10.05.2024,"-5 664,00",[counterparty_hash:81088c4e1c],,Оплата поставщикам ,Выбытие
2024,5,10.05.2024,"-24 730,64",[counterparty_hash:55d2a5f343],,Оплата поставщикам ,Выбытие
2024,5,10.05.2024,"-56 771,38",[counterparty_hash:4b0e39f45b],,Оплата поставщикам ,Выбытие
2024,5,10.05.2024,"-75 275,23",[counterparty_hash:81088c4e1c],,Оплата поставщикам ,Выбытие
2024,5,10.05.2024,"-14 529,19",[counterparty_hash:10ad09b2bf],,Оплата поставщикам ,Выбытие
2024,5,10.05.2024,"-54 969,00",[counterparty_hash:48d0f61ee3],,Аренда торговых точек,Выбытие
2024,5,10.05.2024,"-30 000,00",,,Выбытие — Перевод между счетами,
2024,5,10.05.2024,"1 898,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,5,10.05.2024,"-7,59",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,5,10.05.2024,"999,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,5,10.05.2024,"-4,00",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,5,11.05.2024,"-1 140,99",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,5,11.05.2024,"76 053,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,5,11.05.2024,"894,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,5,11.05.2024,"-3,58",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,5,11.05.2024,"525,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,5,11.05.2024,"-2,10",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,5,11.05.2024,"-290,66",[counterparty_hash:2a84eb0be0],,Содержание торговых точек,Выбытие
2024,5,11.05.2024,"-1 702,72",[counterparty_hash:2a84eb0be0],,Расходы на питание персонала,Выбытие
2024,5,11.05.2024,"-8 141,31",[counterparty_hash:2a84eb0be0],,Оплата поставщикам ,Выбытие
2024,5,12.05.2024,"-1 397,14",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,5,12.05.2024,"93 130,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,5,12.05.2024,"1 690,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,5,12.05.2024,"-6,76",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,5,12.05.2024,"720,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,5,12.05.2024,"-2,88",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,5,12.05.2024,"560,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,5,12.05.2024,"-2,24",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,5,12.05.2024,"-2 267,92",[counterparty_hash:2a84eb0be0],,Оплата поставщикам ,Выбытие
2024,5,10.05.2024,"28 133,93",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,5,10.05.2024,"-35,73",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,5,10.05.2024,"-299,00",[counterparty_hash:a079b1ede6],,РКО,Выбытие
2024,5,11.05.2024,"33 869,63",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,5,11.05.2024,"-48,53",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,5,12.05.2024,"17 051,78",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,5,12.05.2024,"-24,12",[counterparty_hash:a079b1ede6],,Эквайринг,Выбытие
2024,5,10.05.2024,"-11 500,00",[counterparty_hash:856bc7fd96],,Курьерская служба -,Выбытие
2024,5,10.05.2024,"30 542,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,5,10.05.2024,"-0,10",,,Корретировки кассы -,Выбытие
2024,5,11.05.2024,"-5 731,00",[counterparty_hash:2a84eb0be0],,Оплата поставщикам ,Выбытие
2024,5,11.05.2024,"-110,00",[counterparty_hash:2a84eb0be0],,Расходы на питание персонала,Выбытие
2024,5,11.05.2024,"-11 520,00",[counterparty_hash:856bc7fd96],,Курьерская служба -,Выбытие
2024,5,11.05.2024,"27 607,25",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,5,12.05.2024,"-1 350,00",[counterparty_hash:e0e7137bcf],,Транспортные услуги,Выбытие
2024,5,12.05.2024,"-12 620,00",[counterparty_hash:856bc7fd96],,Курьерская служба -,Выбытие
2024,5,12.05.2024,"14 685,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,5,13.05.2024,"-49,00",[counterparty_hash:2a84eb0be0],,Содержание торговых точек,Выбытие
2024,5,13.05.2024,"-25 600,00",,,Выбытие — Перевод между счетами,
2024,5,13.05.2024,"-5 108,00",[counterparty_hash:2a84eb0be0],,Оплата поставщикам ,Выбытие
2024,5,13.05.2024,"-9 600,00",[counterparty_hash:856bc7fd96],,Курьерская служба -,Выбытие
2024,5,13.05.2024,"19 220,75",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,5,14.05.2024,"-5 000,00",,,Выбытие — Перевод между счетами,
2024,5,14.05.2024,"-8 640,00",[counterparty_hash:856bc7fd96],,Курьерская служба -,Выбытие
2024,5,14.05.2024,"15 642,00",[counterparty_hash:335b2a2e9a],,Поступление денег с торг. точек,Поступление
2024,5,13.05.2024,"25 600,00",,,Поступление — Перевод между счетами,
2024,5,13.05.2024,"-10 400,00",[counterparty_hash:856bc7fd96],,Зарплата производственного персонала,Выбытие
2024,5,14.05.2024,"5 000,00",,,Поступление — Перевод между счетами,
