sheet_name,cell,formula,formula_type,shared_ref
Штат,D14,"IFERROR(__xludf.DUMMYFUNCTION(""IFERROR(
  IF(
    INDEX(
      SORT(
        QUERY(
          'Категории и надбавки'!$N$3:$P937,
          """"select N, P where O = '""""&A14&""""' and N <= date '""""&TEXT(TODAY(),""""yyyy-MM-dd"""")&""""'"""",
          0
        ),
        1, FALSE
      ),
      1,""&"" 2
    ) = """"Снят с должности"""",
    """""""",
    INDEX(
      SORT(
        QUERY(
          'Категории и надбавки'!$N$3:$P937,
          """"select N, P where O = '""""&A14&""""' and N <= date '""""&TEXT(TODAY(),""""yyyy-MM-dd"""")&""""'"""",
          0
        ),
      ""&""  1, FALSE
      ),
      1, 2
    )
  ),
  """"""""
)
""),"""")",,
Штат,K14,"IFERROR(__xludf.DUMMYFUNCTION(""IF(J14="""""""","""""""",INDEX(SORT(FILTER($C$3:$C937,$A$3:$A937=J14),1,1),1,1))""),2.0)",,
Штат,L14,"IF(J14="""","""", SUMIFS('Выгрузка'!$B:$B,'Выгрузка'!$F:$F,""Депозит удержание"",'Выгрузка'!$C:$C,J14)+SUMIF('Исходные данные'!$AA$3:$AA937,J14,'Исходные данные'!$AB$3:$AB937)-SUMIFS('Выгрузка'!$B:$B,'Выгрузка'!$F:$F,""Депозит возврат"",'Выгрузка'!$C:$C,J14))",,
Штат,O14,,shared,
Штат,C15,"IFERROR(__xludf.DUMMYFUNCTION(""IFERROR(INDEX(SORT(FILTER('Категории и надбавки'!A:D,'Категории и надбавки'!A:A<=TODAY(),'Категории и надбавки'!B:B=A15,'Категории и надбавки'!C:C=B15),1,FALSE),1,4),"""""""")""),2.0)",,
Штат,D15,"IFERROR(__xludf.DUMMYFUNCTION(""IFERROR(
  IF(
    INDEX(
      SORT(
        QUERY(
          'Категории и надбавки'!$N$3:$P937,
          """"select N, P where O = '""""&A15&""""' and N <= date '""""&TEXT(TODAY(),""""yyyy-MM-dd"""")&""""'"""",
          0
        ),
        1, FALSE
      ),
      1,""&"" 2
    ) = """"Снят с должности"""",
    """""""",
    INDEX(
      SORT(
        QUERY(
          'Категории и надбавки'!$N$3:$P937,
          """"select N, P where O = '""""&A15&""""' and N <= date '""""&TEXT(TODAY(),""""yyyy-MM-dd"""")&""""'"""",
          0
        ),
      ""&""  1, FALSE
      ),
      1, 2
    )
  ),
  """"""""
)
""),"""")",,
Штат,K15,"IFERROR(__xludf.DUMMYFUNCTION(""IF(J15="""""""","""""""",INDEX(SORT(FILTER($C$3:$C937,$A$3:$A937=J15),1,1),1,1))""),4.0)",,
Штат,L15,"IF(J15="""","""", SUMIFS('Выгрузка'!$B:$B,'Выгрузка'!$F:$F,""Депозит удержание"",'Выгрузка'!$C:$C,J15)+SUMIF('Исходные данные'!$AA$3:$AA937,J15,'Исходные данные'!$AB$3:$AB937)-SUMIFS('Выгрузка'!$B:$B,'Выгрузка'!$F:$F,""Депозит возврат"",'Выгрузка'!$C:$C,J15))",,
Штат,O15,,shared,
Штат,C16,"IFERROR(__xludf.DUMMYFUNCTION(""IFERROR(INDEX(SORT(FILTER('Категории и надбавки'!A:D,'Категории и надбавки'!A:A<=TODAY(),'Категории и надбавки'!B:B=A16,'Категории и надбавки'!C:C=B16),1,FALSE),1,4),"""""""")""),3.0)",,
Штат,D16,"IFERROR(__xludf.DUMMYFUNCTION(""IFERROR(
  IF(
    INDEX(
      SORT(
        QUERY(
          'Категории и надбавки'!$N$3:$P937,
          """"select N, P where O = '""""&A16&""""' and N <= date '""""&TEXT(TODAY(),""""yyyy-MM-dd"""")&""""'"""",
          0
        ),
        1, FALSE
      ),
      1,""&"" 2
    ) = """"Снят с должности"""",
    """""""",
    INDEX(
      SORT(
        QUERY(
          'Категории и надбавки'!$N$3:$P937,
          """"select N, P where O = '""""&A16&""""' and N <= date '""""&TEXT(TODAY(),""""yyyy-MM-dd"""")&""""'"""",
          0
        ),
      ""&""  1, FALSE
      ),
      1, 2
    )
  ),
  """"""""
)
""),"""")",,
Штат,K16,"IFERROR(__xludf.DUMMYFUNCTION(""IF(J16="""""""","""""""",INDEX(SORT(FILTER($C$3:$C937,$A$3:$A937=J16),1,1),1,1))""),5.0)",,
Штат,L16,"IF(J16="""","""", SUMIFS('Выгрузка'!$B:$B,'Выгрузка'!$F:$F,""Депозит удержание"",'Выгрузка'!$C:$C,J16)+SUMIF('Исходные данные'!$AA$3:$AA937,J16,'Исходные данные'!$AB$3:$AB937)-SUMIFS('Выгрузка'!$B:$B,'Выгрузка'!$F:$F,""Депозит возврат"",'Выгрузка'!$C:$C,J16))",,
Штат,O16,,shared,
Штат,C17,"IFERROR(__xludf.DUMMYFUNCTION(""IFERROR(INDEX(SORT(FILTER('Категории и надбавки'!A:D,'Категории и надбавки'!A:A<=TODAY(),'Категории и надбавки'!B:B=A17,'Категории и надбавки'!C:C=B17),1,FALSE),1,4),"""""""")""),3.0)",,
Штат,D17,"IFERROR(__xludf.DUMMYFUNCTION(""IFERROR(
  IF(
    INDEX(
      SORT(
        QUERY(
          'Категории и надбавки'!$N$3:$P937,
          """"select N, P where O = '""""&A17&""""' and N <= date '""""&TEXT(TODAY(),""""yyyy-MM-dd"""")&""""'"""",
          0
        ),
        1, FALSE
      ),
      1,""&"" 2
    ) = """"Снят с должности"""",
    """""""",
    INDEX(
      SORT(
        QUERY(
          'Категории и надбавки'!$N$3:$P937,
          """"select N, P where O = '""""&A17&""""' and N <= date '""""&TEXT(TODAY(),""""yyyy-MM-dd"""")&""""'"""",
          0
        ),
      ""&""  1, FALSE
      ),
      1, 2
    )
  ),
  """"""""
)
""),"""")",,
Штат,K17,"IFERROR(__xludf.DUMMYFUNCTION(""IF(J17="""""""","""""""",INDEX(SORT(FILTER($C$3:$C937,$A$3:$A937=J17),1,1),1,1))""),4.0)",,
Штат,L17,"IF(J17="""","""", SUMIFS('Выгрузка'!$B:$B,'Выгрузка'!$F:$F,""Депозит удержание"",'Выгрузка'!$C:$C,J17)+SUMIF('Исходные данные'!$AA$3:$AA937,J17,'Исходные данные'!$AB$3:$AB937)-SUMIFS('Выгрузка'!$B:$B,'Выгрузка'!$F:$F,""Депозит возврат"",'Выгрузка'!$C:$C,J17))",,
Штат,O17,,shared,
Штат,C18,"IFERROR(__xludf.DUMMYFUNCTION(""IFERROR(INDEX(SORT(FILTER('Категории и надбавки'!A:D,'Категории и надбавки'!A:A<=TODAY(),'Категории и надбавки'!B:B=A18,'Категории и надбавки'!C:C=B18),1,FALSE),1,4),"""""""")""),2.0)",,
Штат,D18,"IFERROR(__xludf.DUMMYFUNCTION(""IFERROR(
  IF(
    INDEX(
      SORT(
        QUERY(
          'Категории и надбавки'!$N$3:$P937,
          """"select N, P where O = '""""&A18&""""' and N <= date '""""&TEXT(TODAY(),""""yyyy-MM-dd"""")&""""'"""",
          0
        ),
        1, FALSE
      ),
      1,""&"" 2
    ) = """"Снят с должности"""",
    """""""",
    INDEX(
      SORT(
        QUERY(
          'Категории и надбавки'!$N$3:$P937,
          """"select N, P where O = '""""&A18&""""' and N <= date '""""&TEXT(TODAY(),""""yyyy-MM-dd"""")&""""'"""",
          0
        ),
      ""&""  1, FALSE
      ),
      1, 2
    )
  ),
  """"""""
)
""),""Старший"")",,
Штат,K18,"IFERROR(__xludf.DUMMYFUNCTION(""IF(J18="""""""","""""""",INDEX(SORT(FILTER($C$3:$C937,$A$3:$A937=J18),1,1),1,1))""),2.0)",,
Штат,L18,"IF(J18="""","""", SUMIFS('Выгрузка'!$B:$B,'Выгрузка'!$F:$F,""Депозит удержание"",'Выгрузка'!$C:$C,J18)+SUMIF('Исходные данные'!$AA$3:$AA937,J18,'Исходные данные'!$AB$3:$AB937)-SUMIFS('Выгрузка'!$B:$B,'Выгрузка'!$F:$F,""Депозит возврат"",'Выгрузка'!$C:$C,J18))",,
Штат,O18,,shared,
Штат,C19,"IFERROR(__xludf.DUMMYFUNCTION(""IFERROR(INDEX(SORT(FILTER('Категории и надбавки'!A:D,'Категории и надбавки'!A:A<=TODAY(),'Категории и надбавки'!B:B=A19,'Категории и надбавки'!C:C=B19),1,FALSE),1,4),"""""""")""),4.0)",,
Штат,D19,"IFERROR(__xludf.DUMMYFUNCTION(""IFERROR(
  IF(
    INDEX(
      SORT(
        QUERY(
          'Категории и надбавки'!$N$3:$P937,
          """"select N, P where O = '""""&A19&""""' and N <= date '""""&TEXT(TODAY(),""""yyyy-MM-dd"""")&""""'"""",
          0
        ),
        1, FALSE
      ),
      1,""&"" 2
    ) = """"Снят с должности"""",
    """""""",
    INDEX(
      SORT(
        QUERY(
          'Категории и надбавки'!$N$3:$P937,
          """"select N, P where O = '""""&A19&""""' and N <= date '""""&TEXT(TODAY(),""""yyyy-MM-dd"""")&""""'"""",
          0
        ),
      ""&""  1, FALSE
      ),
      1, 2
    )
  ),
  """"""""
)
""),"""")",,
Штат,K19,"IFERROR(__xludf.DUMMYFUNCTION(""IF(J19="""""""","""""""",INDEX(SORT(FILTER($C$3:$C937,$A$3:$A937=J19),1,1),1,1))""),"""")",,
Штат,L19,"IF(J19="""","""", SUMIFS('Выгрузка'!$B:$B,'Выгрузка'!$F:$F,""Депозит удержание"",'Выгрузка'!$C:$C,J19)+SUMIF('Исходные данные'!$AA$3:$AA937,J19,'Исходные данные'!$AB$3:$AB937)-SUMIFS('Выгрузка'!$B:$B,'Выгрузка'!$F:$F,""Депозит возврат"",'Выгрузка'!$C:$C,J19))",,
Штат,O19,,shared,
Штат,C20,"IFERROR(__xludf.DUMMYFUNCTION(""IFERROR(INDEX(SORT(FILTER('Категории и надбавки'!A:D,'Категории и надбавки'!A:A<=TODAY(),'Категории и надбавки'!B:B=A20,'Категории и надбавки'!C:C=B20),1,FALSE),1,4),"""""""")""),3.0)",,
Штат,D20,"IFERROR(__xludf.DUMMYFUNCTION(""IFERROR(
  IF(
    INDEX(
      SORT(
        QUERY(
          'Категории и надбавки'!$N$3:$P937,
          """"select N, P where O = '""""&A20&""""' and N <= date '""""&TEXT(TODAY(),""""yyyy-MM-dd"""")&""""'"""",
          0
        ),
        1, FALSE
      ),
      1,""&"" 2
    ) = """"Снят с должности"""",
    """""""",
    INDEX(
      SORT(
        QUERY(
          'Категории и надбавки'!$N$3:$P937,
          """"select N, P where O = '""""&A20&""""' and N <= date '""""&TEXT(TODAY(),""""yyyy-MM-dd"""")&""""'"""",
          0
        ),
      ""&""  1, FALSE
      ),
      1, 2
    )
  ),
  """"""""
)
""),"""")",,
Штат,K20,"IFERROR(__xludf.DUMMYFUNCTION(""IF(J20="""""""","""""""",INDEX(SORT(FILTER($C$3:$C937,$A$3:$A937=J20),1,1),1,1))""),"""")",,
Штат,L20,"IF(J20="""","""", SUMIFS('Выгрузка'!$B:$B,'Выгрузка'!$F:$F,""Депозит удержание"",'Выгрузка'!$C:$C,J20)+SUMIF('Исходные данные'!$AA$3:$AA937,J20,'Исходные данные'!$AB$3:$AB937)-SUMIFS('Выгрузка'!$B:$B,'Выгрузка'!$F:$F,""Депозит возврат"",'Выгрузка'!$C:$C,J20))",,
Штат,O20,,shared,
Штат,C21,"IFERROR(__xludf.DUMMYFUNCTION(""IFERROR(INDEX(SORT(FILTER('Категории и надбавки'!A:D,'Категории и надбавки'!A:A<=TODAY(),'Категории и надбавки'!B:B=A21,'Категории и надбавки'!C:C=B21),1,FALSE),1,4),"""""""")""),5.0)",,
Штат,D21,"IFERROR(__xludf.DUMMYFUNCTION(""IFERROR(
  IF(
    INDEX(
      SORT(
        QUERY(
          'Категории и надбавки'!$N$3:$P937,
          """"select N, P where O = '""""&A21&""""' and N <= date '""""&TEXT(TODAY(),""""yyyy-MM-dd"""")&""""'"""",
          0
        ),
        1, FALSE
      ),
      1,""&"" 2
    ) = """"Снят с должности"""",
    """""""",
    INDEX(
      SORT(
        QUERY(
          'Категории и надбавки'!$N$3:$P937,
          """"select N, P where O = '""""&A21&""""' and N <= date '""""&TEXT(TODAY(),""""yyyy-MM-dd"""")&""""'"""",
          0
        ),
      ""&""  1, FALSE
      ),
      1, 2
    )
  ),
  """"""""
)
""),"""")",,
Штат,K21,"IFERROR(__xludf.DUMMYFUNCTION(""IF(J21="""""""","""""""",INDEX(SORT(FILTER($C$3:$C937,$A$3:$A937=J21),1,1),1,1))""),"""")",,
Штат,L21,"IF(J21="""","""", SUMIFS('Выгрузка'!$B:$B,'Выгрузка'!$F:$F,""Депозит удержание"",'Выгрузка'!$C:$C,J21)+SUMIF('Исходные данные'!$AA$3:$AA937,J21,'Исходные данные'!$AB$3:$AB937)-SUMIFS('Выгрузка'!$B:$B,'Выгрузка'!$F:$F,""Депозит возврат"",'Выгрузка'!$C:$C,J21))",,
Штат,O21,,shared,
Штат,C22,"IFERROR(__xludf.DUMMYFUNCTION(""IFERROR(INDEX(SORT(FILTER('Категории и надбавки'!A:D,'Категории и надбавки'!A:A<=TODAY(),'Категории и надбавки'!B:B=A22,'Категории и надбавки'!C:C=B22),1,FALSE),1,4),"""""""")""),4.0)",,
Штат,D22,"IFERROR(__xludf.DUMMYFUNCTION(""IFERROR(
  IF(
    INDEX(
      SORT(
        QUERY(
          'Категории и надбавки'!$N$3:$P937,
          """"select N, P where O = '""""&A22&""""' and N <= date '""""&TEXT(TODAY(),""""yyyy-MM-dd"""")&""""'"""",
          0
        ),
        1, FALSE
      ),
      1,""&"" 2
    ) = """"Снят с должности"""",
    """""""",
    INDEX(
      SORT(
        QUERY(
          'Категории и надбавки'!$N$3:$P937,
          """"select N, P where O = '""""&A22&""""' and N <= date '""""&TEXT(TODAY(),""""yyyy-MM-dd"""")&""""'"""",
          0
        ),
      ""&""  1, FALSE
      ),
      1, 2
    )
  ),
  """"""""
)
""),"""")",,
Штат,K22,"IFERROR(__xludf.DUMMYFUNCTION(""IF(J22="""""""","""""""",INDEX(SORT(FILTER($C$3:$C937,$A$3:$A937=J22),1,1),1,1))""),"""")",,
Штат,L22,"IF(J22="""","""", SUMIFS('Выгрузка'!$B:$B,'Выгрузка'!$F:$F,""Депозит удержание"",'Выгрузка'!$C:$C,J22)+SUMIF('Исходные данные'!$AA$3:$AA937,J22,'Исходные данные'!$AB$3:$AB937)-SUMIFS('Выгрузка'!$B:$B,'Выгрузка'!$F:$F,""Депозит возврат"",'Выгрузка'!$C:$C,J22))",,
Штат,O22,,shared,
Штат,C23,"IFERROR(__xludf.DUMMYFUNCTION(""IFERROR(INDEX(SORT(FILTER('Категории и надбавки'!A:D,'Категории и надбавки'!A:A<=TODAY(),'Категории и надбавки'!B:B=A23,'Категории и надбавки'!C:C=B23),1,FALSE),1,4),"""""""")""),2.0)",,
Штат,D23,"IFERROR(__xludf.DUMMYFUNCTION(""IFERROR(
  IF(
    INDEX(
      SORT(
        QUERY(
          'Категории и надбавки'!$N$3:$P937,
          """"select N, P where O = '""""&A23&""""' and N <= date '""""&TEXT(TODAY(),""""yyyy-MM-dd"""")&""""'"""",
          0
        ),
        1, FALSE
      ),
      1,""&"" 2
    ) = """"Снят с должности"""",
    """""""",
    INDEX(
      SORT(
        QUERY(
          'Категории и надбавки'!$N$3:$P937,
          """"select N, P where O = '""""&A23&""""' and N <= date '""""&TEXT(TODAY(),""""yyyy-MM-dd"""")&""""'"""",
          0
        ),
      ""&""  1, FALSE
      ),
      1, 2
    )
  ),
  """"""""
)
""),"""")",,
Штат,K23,"IFERROR(__xludf.DUMMYFUNCTION(""IF(J23="""""""","""""""",INDEX(SORT(FILTER($C$3:$C937,$A$3:$A937=J23),1,1),1,1))""),"""")",,
Штат,L23,"IF(J23="""","""", SUMIFS('Выгрузка'!$B:$B,'Выгрузка'!$F:$F,""Депозит удержание"",'Выгрузка'!$C:$C,J23)+SUMIF('Исходные данные'!$AA$3:$AA937,J23,'Исходные данные'!$AB$3:$AB937)-SUMIFS('Выгрузка'!$B:$B,'Выгрузка'!$F:$F,""Депозит возврат"",'Выгрузка'!$C:$C,J23))",,
Штат,O23,,shared,
Штат,C24,"IFERROR(__xludf.DUMMYFUNCTION(""IFERROR(INDEX(SORT(FILTER('Категории и надбавки'!A:D,'Категории и надбавки'!A:A<=TODAY(),'Категории и надбавки'!B:B=A24,'Категории и надбавки'!C:C=B24),1,FALSE),1,4),"""""""")""),"""")",,
Штат,D24,"IFERROR(__xludf.DUMMYFUNCTION(""IFERROR(
  IF(
    INDEX(
      SORT(
        QUERY(
          'Категории и надбавки'!$N$3:$P937,
          """"select N, P where O = '""""&A24&""""' and N <= date '""""&TEXT(TODAY(),""""yyyy-MM-dd"""")&""""'"""",
          0
        ),
        1, FALSE
      ),
      1,""&"" 2
    ) = """"Снят с должности"""",
    """""""",
    INDEX(
      SORT(
        QUERY(
          'Категории и надбавки'!$N$3:$P937,
          """"select N, P where O = '""""&A24&""""' and N <= date '""""&TEXT(TODAY(),""""yyyy-MM-dd"""")&""""'"""",
          0
        ),
      ""&""  1, FALSE
      ),
      1, 2
    )
  ),
  """"""""
)
""),"""")",,
Штат,K24,"IFERROR(__xludf.DUMMYFUNCTION(""IF(J24="""""""","""""""",INDEX(SORT(FILTER($C$3:$C937,$A$3:$A937=J24),1,1),1,1))""),"""")",,
Штат,L24,"IF(J24="""","""", SUMIFS('Выгрузка'!$B:$B,'Выгрузка'!$F:$F,""Депозит удержание"",'Выгрузка'!$C:$C,J24)+SUMIF('Исходные данные'!$AA$3:$AA937,J24,'Исходные данные'!$AB$3:$AB937)-SUMIFS('Выгрузка'!$B:$B,'Выгрузка'!$F:$F,""Депозит возврат"",'Выгрузка'!$C:$C,J24))",,
Штат,O24,,shared,
Штат,C25,"IFERROR(__xludf.DUMMYFUNCTION(""IFERROR(INDEX(SORT(FILTER('Категории и надбавки'!A:D,'Категории и надбавки'!A:A<=TODAY(),'Категории и надбавки'!B:B=A25,'Категории и надбавки'!C:C=B25),1,FALSE),1,4),"""""""")""),"""")",,
Штат,D25,"IFERROR(__xludf.DUMMYFUNCTION(""IFERROR(
  IF(
    INDEX(
      SORT(
        QUERY(
          'Категории и надбавки'!$N$3:$P937,
          """"select N, P where O = '""""&A25&""""' and N <= date '""""&TEXT(TODAY(),""""yyyy-MM-dd"""")&""""'"""",
          0
        ),
        1, FALSE
      ),
      1,""&"" 2
    ) = """"Снят с должности"""",
    """""""",
    INDEX(
      SORT(
        QUERY(
          'Категории и надбавки'!$N$3:$P937,
          """"select N, P where O = '""""&A25&""""' and N <= date '""""&TEXT(TODAY(),""""yyyy-MM-dd"""")&""""'"""",
          0
        ),
      ""&""  1, FALSE
      ),
      1, 2
    )
  ),
  """"""""
)
""),"""")",,
Штат,L25,"IF(J25="""","""", SUMIFS('Выгрузка'!$B:$B,'Выгрузка'!$F:$F,""Депозит удержание"",'Выгрузка'!$C:$C,J25)+SUMIF('Исходные данные'!$AA$3:$AA937,J25,'Исходные данные'!$AB$3:$AB937)-SUMIFS('Выгрузка'!$B:$B,'Выгрузка'!$F:$F,""Депозит возврат"",'Выгрузка'!$C:$C,J25))",,
Штат,O25,,shared,
Штат,C26,"IFERROR(__xludf.DUMMYFUNCTION(""IFERROR(INDEX(SORT(FILTER('Категории и надбавки'!A:D,'Категории и надбавки'!A:A<=TODAY(),'Категории и надбавки'!B:B=A26,'Категории и надбавки'!C:C=B26),1,FALSE),1,4),"""""""")""),"""")",,
Штат,D26,"IFERROR(__xludf.DUMMYFUNCTION(""IFERROR(
  IF(
    INDEX(
      SORT(
        QUERY(
          'Категории и надбавки'!$N$3:$P937,
          """"select N, P where O = '""""&A26&""""' and N <= date '""""&TEXT(TODAY(),""""yyyy-MM-dd"""")&""""'"""",
          0
        ),
        1, FALSE
      ),
      1,""&"" 2
    ) = """"Снят с должности"""",
    """""""",
    INDEX(
      SORT(
        QUERY(
          'Категории и надбавки'!$N$3:$P937,
          """"select N, P where O = '""""&A26&""""' and N <= date '""""&TEXT(TODAY(),""""yyyy-MM-dd"""")&""""'"""",
          0
        ),
      ""&""  1, FALSE
      ),
      1, 2
    )
  ),
  """"""""
)
""),"""")",,
